cluster gene avg_log2FC p_val
T4_Naive SERINC5 0.632718012435874 2.5665242262756e-86
T4_Naive MLLT3 0.606983544271155 2.05730471987925e-84
T4_Naive TSHZ2 0.58881748188775 1.98661177633371e-83
T4_Naive ITK 0.598809568191385 1.12193741721649e-82
T4_Naive AC243960.1 0.600773190472252 1.62760920870336e-81
T4_Naive TRAF3IP3 0.607309559581599 1.75531469533712e-81
T4_Naive TESPA1 0.578506472467321 3.03747905282198e-78
T4_Naive GIMAP1 0.596906346182301 7.05899571176384e-72
B_Mem CD79A 2.87677050292686 0
B_Mem CD74 2.2234480262194 0
B_Mem HLA-DRA 1.91448868530502 0
B_Mem HLA-DPA1 1.75519489497714 6.18958818131304e-286
B_Mem HLA-DPB1 1.96634350748653 1.29036681957723e-264
B_Mem CD37 1.48782329865926 8.02254921147635e-263
B_Mem HLA-DRB1 1.48833385671127 1.25971968647076e-257
B_Mem HLA-DQA1 2.38948070518893 9.42896910317228e-217
B_Mem MS4A1 2.76369693543856 2.2367248867138e-174
B_Mem HLA-DQB1 1.7229106624247 9.78378140443129e-173
B_Mem CD52 0.892188575707371 3.21873721977128e-135
B_Mem PTPRCAP 0.824869098519446 3.27518352874514e-99
B_Mem LTB 1.05943081449242 1.16297341681181e-96
B_Mem BANK1 2.01427661562117 3.065050628187e-94
B_Mem RALGPS2 1.96407156147115 2.88454997571683e-93
B_Mem CD79B 1.89979499884905 1.73527613886251e-86
B_Mem HLA-DMA 1.14693996798473 3.06684483843703e-78
B_Mem SYNGR2 1.21693937327571 3.84670163458798e-75
B_Mem EZR 1.40061986814875 7.20948869282594e-73
B_Mem BLK 1.59337555092335 5.59381976209769e-57
B_Mem IGHM 1.92715819284015 1.37232840003787e-56
B_Mem SPIB 1.5465344683045 3.78865576748104e-55
B_Mem LINC00926 1.28400274569173 5.05270063334226e-49
B_Mem CD82 1.25369651675827 2.07989102819179e-46
B_Mem HLA-DRB5 0.882373894448326 6.47801071956646e-46
B_Mem PDLIM1 1.21542055953083 2.71566553848164e-44
B_Mem IGHA1 1.68332536341884 4.5946583196327e-44
B_Mem LAPTM5 0.777303826659344 2.11036212587229e-43
B_Mem TNFRSF13B 1.28751252852236 3.05250439139836e-43
B_Mem SWAP70 1.0789292295374 4.23865304821151e-42
B_Mem FCRLA 1.27631254134877 3.46558935606028e-40
B_Mem HLA-DMB 1.02644116111931 1.07770168098423e-39
B_Mem CCDC50 1.14064923935793 2.09577704285451e-39
B_Mem CD19 1.2289071015204 6.9200881588485e-39
B_Mem MEF2C 1.06833728939694 7.38920991283348e-39
B_Mem IGKC 1.65271204562362 1.51307105136333e-37
B_Mem FCMR 0.899116953873266 3.44800563367517e-35
B_Mem COBLL1 1.11740177982893 2.00291218567118e-34
B_Mem JCHAIN 1.63951412496976 5.56977969213447e-34
B_Mem ACP5 1.02677865322196 5.09561054404039e-33
B_Mem PPP1R14A 1.22929919846499 8.42926403773913e-33
B_Mem CD24 1.13837984644551 2.53246960831295e-32
B_Mem HERPUD1 1.04826781904078 9.06719165341594e-32
B_Mem SNX2 0.898539294085874 1.26348211477129e-31
B_Mem CXXC5 0.995207765587833 2.3175621530755e-31
B_Mem ARHGAP24 1.05062080092512 2.48799956428176e-31
B_Mem CD83 1.0550734031135 2.47038738638865e-29
B_Mem TNFRSF13C 0.95830114773026 7.40030665302638e-29
B_Mem LY86 0.774691568445841 7.48574195679704e-29
B_Mem POU2AF1 0.970299218812441 2.008376218304e-28
B_Mem FCGR2B 0.96039089146888 2.08968367267213e-28
B_Mem CD40 0.959538064276194 2.48514178103886e-28
B_Mem TCF4 0.897104511854487 3.30134124949647e-28
B_Mem GNG7 0.956120409380159 4.02581531121355e-28
B_Mem SP140 0.833108336038794 4.11113068930456e-28
B_Mem IRF8 0.883307251666337 4.77797587923452e-28
B_Mem IGHG2 1.109353929534 1.88552778154855e-27
B_Mem PARP1 0.79739472862394 2.63828011268018e-27
B_Mem FAM129C 0.879607190531808 5.83259527796021e-27
B_Mem PNOC 0.939528218442373 7.87260764251055e-27
B_Mem CPNE5 0.899905481309056 9.97477135079084e-27
B_Mem POU2F2 0.875192127719947 1.25211862726299e-26
B_Mem SYPL1 0.82547052618996 3.6751484670917e-26
B_Mem RUBCNL 0.887030055465779 4.79239541268303e-26
B_Mem SMARCB1 0.816990514158467 8.53463251260884e-26
B_Mem LINC01857 1.06013292492435 1.94710472221462e-25
B_Mem PKIG 0.822855879034567 3.76398309161568e-25
B_Mem HLA-DOB 0.870197064389349 1.43037223611342e-24
B_Mem CRIP1 0.755056206728535 1.51248849102898e-24
B_Mem CHCHD10 0.729225403015911 2.96814935877377e-24
B_Mem ODC1 0.847301424522222 4.39151970284304e-24
B_Mem SEL1L3 0.800556619789999 5.64048369668092e-24
B_Mem IGHG1 0.903963346450473 6.248952143056e-24
B_Mem UVRAG 0.724766674848616 7.87238592726826e-24
B_Mem ADAM28 0.811782260354039 1.75823725590553e-23
B_Mem AIM2 0.947631144888725 5.18497919803506e-23
B_Mem IGLC3 1.42312680803593 1.10207774175913e-22
B_Mem PLD4 0.808011804950069 1.54707005795324e-22
B_Mem TPD52 0.711121489395015 1.61462047916626e-22
B_Mem TSPAN3 0.752850275413139 8.93260408352304e-22
B_Mem PELI1 0.764009877483943 1.93981516761402e-21
B_Mem SYK 0.804920031191233 4.39311761617784e-21
B_Mem VPREB3 0.868082678062093 1.0885255167502e-20
B_Mem CIB1 0.819633317412439 1.22159546542333e-20
B_Mem NCOA3 0.713546355519739 3.67999219283782e-20
B_Mem PARP15 0.730091293609626 3.92277244850932e-20
B_Mem CLECL1 0.722751606710792 4.40045556113689e-20
B_Mem LINC01781 0.905409628926149 7.55726803397634e-20
B_Mem CD1C 0.818711893208897 2.26690747702789e-19
B_Mem IGHG3 0.81337721519847 5.74181219030294e-19
B_Mem MARCH1 0.791211539471433 9.50709052324729e-19
B_Mem IGLC2 0.99706606281253 1.75096211293873e-18
B_Mem SCIMP 0.742153885986087 4.51004450386235e-18
B_Mem BASP1 0.714105285519856 7.6073298704582e-18
B_Mem TTN 0.727885938160703 3.08896058639316e-16
B_Mem IGHV3-30 1.56622421064216 4.95218709636442e-11
B_Mem IGKV4-1 2.80977936302694 2.15223831451508e-10
B_Mem IGKV3-20 2.96469194771725 2.64185879336216e-10
B_Mem IGHV3-23 1.2136192610616 4.16581524166683e-10
B_Mem IGKV1-5 2.89153259667316 3.70609507894967e-09
cM S100A8 6.41708972392283 0
cM S100A9 6.00467917833974 0
cM LYZ 5.07995038792139 0
cM S100A12 4.29601049019084 0
cM FCN1 3.80730939845271 0
cM CST3 3.57170704282656 0
cM VCAN 3.49620070395417 0
cM CD14 3.49007388375384 0
cM TYROBP 3.05059285195654 0
cM SERPINA1 3.03768823378472 0
cM AIF1 2.86983431118044 0
cM S100A11 2.86183635565754 0
cM CTSS 2.8374142713371 0
cM S100A6 2.74621163140061 0
cM IFITM3 2.72410852503604 0
cM CFD 2.70116552511162 0
cM NEAT1 2.69175978331746 0
cM CEBPD 2.66896446922252 0
cM TYMP 2.64520490960347 0
cM MS4A6A 2.63233585385494 0
cM GRN 2.57221333122259 0
cM TIMP1 2.55377803501966 0
cM ATP2B1-AS1 2.53712102233126 0
cM FTL 2.53204583685455 0
cM PLAUR 2.49534653754807 0
cM LGALS3 2.49448481656957 0
cM SPI1 2.48510315975856 0
cM FCER1G 2.46363585146289 0
cM MNDA 2.45747481112553 0
cM CSTA 2.42940758397401 0
cM CD68 2.41347828110188 0
cM MAFB 2.40399545188073 0
cM TSPO 2.40365368585071 0
cM SAT1 2.39501615115128 0
cM PSAP 2.37556235590056 0
cM CLEC7A 2.28177955429462 0
cM FTH1 2.25317703837858 0
cM G0S2 2.2298690035694 0
cM TMEM176B 2.17939610806802 0
cM FPR1 2.17184300888119 0
cM LST1 2.14053956670617 0
cM TKT 2.13367081959407 0
cM LGALS2 2.1002725513846 0
cM BCL2A1 2.09450080649452 0
cM NAMPT 2.0817285812054 0
cM NPC2 2.07429598583786 0
cM GABARAP 2.0714956459455 0
cM S100A10 2.04746975012388 0
cM NCF1 2.042584870198 0
cM TALDO1 2.03781700805441 0
cM LGALS1 2.01942105910923 0
cM SOD2 1.99869198107047 0
cM DUSP6 1.98729083190979 0
cM FCGRT 1.98167401556867 0
cM PYCARD 1.97672652785198 0
cM IGSF6 1.96880743452636 0
cM BLVRB 1.96180166546795 0
cM S100A4 1.93211873028627 0
cM CFP 1.91859499402636 0
cM CSF3R 1.91411929440029 0
cM CYBB 1.87531664870626 0
cM RGS2 1.87159716709239 0
cM ATP6V0B 1.87020666635627 0
cM SGK1 1.85375649668509 0
cM FOSB 1.84531418342453 0
cM CPVL 1.84368184286156 0
cM ODF3B 1.84324821778974 0
cM COTL1 1.83986366957296 0
cM IFNGR2 1.81964494091947 0
cM CD63 1.8162511411493 0
cM PLBD1 1.80451412605833 0
cM CDA 1.80054802494036 0
cM TMEM176A 1.786707469163 0
cM STXBP2 1.78031887496694 0
cM APLP2 1.77498618696725 0
cM APOBEC3A 1.76495066799631 0
cM NINJ1 1.75817543393675 0
cM SRGN 1.74948201080546 0
cM GAPDH 1.74791610313171 0
cM GLUL 1.74662732947071 0
cM CXCL8 1.74353414654953 0
cM TNFSF13B 1.73642439379849 0
cM RNF130 1.73013272027934 0
cM FOS 1.71910202598351 0
cM GRINA 1.71228671629354 0
cM KLF4 1.71066065050128 0
cM GSTP1 1.69004897031515 0
cM SLC11A1 1.68254313330159 0
cM HLA-DRB5 1.68149521609617 0
cM ANXA5 1.67112279417435 0
cM CD302 1.66763854512954 0
cM AGTRAP 1.64568944399055 0
cM CD36 1.63960572838143 0
cM HLA-DRB1 1.6356131101676 0
cM OAZ1 1.61444342834249 0
cM CTSB 1.60386209218914 0
cM VIM 1.59201521969291 0
cM NCF2 1.58741606131463 0
cM PGD 1.5860491306718 0
cM C19orf38 1.58156114985613 0
NK_CD16+ GNLY 3.79876593805188 0
NK_CD16+ SPON2 3.50581257660353 0
NK_CD16+ GZMB 3.22398483781931 0
NK_CD16+ FGFBP2 3.04386440738436 0
NK_CD16+ NKG7 2.96134738299983 0
NK_CD16+ PRF1 2.86824573100377 0
NK_CD16+ CLIC3 2.78320826531551 0
NK_CD16+ GZMA 2.65466257592182 0
NK_CD16+ CST7 2.64010496589703 0
NK_CD16+ CTSW 2.59806885889039 0
NK_CD16+ HOPX 2.49513658840774 0
NK_CD16+ KLRB1 2.37774782264635 0
NK_CD16+ CD247 2.27079454919188 0
NK_CD16+ CD7 2.00232390717257 0
NK_CD16+ CCL5 1.9707933127077 0
NK_CD16+ IFITM1 1.23827936663937 0
NK_CD16+ KLRD1 2.20297413856202 1.26361131216435e-309
NK_CD16+ GZMH 1.65888885701907 1.8270586572406e-280
NK_CD16+ GZMM 1.67363762232792 4.25194922548557e-278
NK_CD16+ PFN1 1.0537415279668 1.8611597105321e-267
NK_CD16+ FCGR3A 1.972821457484 2.26671740444834e-265
NK_CD16+ CCL4 2.64042304255397 2.07971473348784e-263
NK_CD16+ CALM1 1.0530290586389 2.22565961367217e-245
NK_CD16+ KLRF1 2.17708406298394 8.75300478450823e-232
NK_CD16+ LITAF 1.40300416777077 3.64828446985436e-214
NK_CD16+ HCST 1.26902244813559 1.85292666140027e-213
NK_CD16+ IFITM2 0.961671622911665 1.0715770899445e-188
NK_CD16+ TRBC1 1.88946744436849 2.36241095977092e-182
NK_CD16+ CD99 1.08074572289388 6.28764495531328e-181
NK_CD16+ APMAP 1.61730022341333 1.6585079791973e-169
NK_CD16+ JAK1 1.26401235392642 1.88468070021537e-161
NK_CD16+ RHOC 1.61104037852323 7.69289454582738e-161
NK_CD16+ IGFBP7 1.88500116606051 3.4197753397102e-159
NK_CD16+ MATK 1.62051789209493 8.32560717338792e-145
NK_CD16+ GNG2 1.41107883393852 1.11315331676661e-141
NK_CD16+ RAC2 1.05596448682966 1.28954362834825e-139
NK_CD16+ RARRES3 1.09375839642558 1.05187786715765e-135
NK_CD16+ NCR3 1.59321117320908 2.87967756666571e-132
NK_CD16+ ITGB2 1.08928237059914 8.27355317015786e-127
NK_CD16+ EFHD2 1.47377322918597 8.65215759165362e-120
NK_CD16+ PRSS23 1.53161850870814 1.98351529306179e-114
NK_CD16+ S1PR5 1.3958252096109 2.08756778146169e-114
NK_CD16+ ALOX5AP 1.23349345897678 3.59942688218149e-112
NK_CD16+ TTC38 1.36356196165664 1.1827259346405e-110
NK_CD16+ SH2D1B 1.39970877566842 3.87608220748207e-108
NK_CD16+ IL2RB 1.43547407343191 8.56808972080947e-107
NK_CD16+ SH2D2A 1.36249876975537 1.45871820796574e-100
NK_CD16+ CMC1 1.20577010249584 1.60838982221074e-95
NK_CD16+ SYNE2 1.10667753413506 5.44402756170515e-92
NK_CD16+ C12orf75 1.1692037399603 3.96555449854731e-91
NK_CD16+ PTGDR 1.23260083323716 4.40824967388124e-91
NK_CD16+ ADGRG1 1.2603285342907 6.05597716232205e-91
NK_CD16+ PDIA3 0.993724253664134 1.10797736393709e-90
NK_CD16+ MYOM2 1.52729062143141 3.32195818778731e-88
NK_CD16+ ARL4C 1.12422555772768 3.34691639767218e-88
NK_CD16+ AKR1C3 1.29499083550876 8.46643784056568e-88
NK_CD16+ IL2RG 1.04833779809618 4.79934517951082e-86
NK_CD16+ GNPTAB 1.22593923386552 9.15933446277842e-85
NK_CD16+ SEPT7 0.93463384168154 5.662699668688e-84
NK_CD16+ DHRS7 1.11789979562181 1.82292803235981e-83
NK_CD16+ BIN2 1.03040686383583 4.63481849029214e-83
NK_CD16+ C1orf21 1.18446523870201 7.14989367303112e-83
NK_CD16+ SYNE1 1.13998269185108 7.28405154047765e-83
NK_CD16+ SLC9A3R1 1.08531429934237 1.50730253049789e-82
NK_CD16+ CHST12 1.16517085320006 1.89699725951826e-82
NK_CD16+ RAP1B 1.0415278653217 2.22149559615049e-82
NK_CD16+ PYHIN1 1.17527543511845 1.60954388222479e-81
NK_CD16+ HIST1H1E 0.99006272528625 1.00517057315861e-77
NK_CD16+ TPST2 1.08265756472417 1.19914004614367e-76
NK_CD16+ TFDP2 1.07749322767273 3.92274209970883e-74
NK_CD16+ CALR 0.993673507902326 9.36959304318955e-72
NK_CD16+ ABHD17A 1.09397744123822 2.6759535105121e-71
NK_CD16+ TXK 1.07135088299183 1.13669158756703e-70
NK_CD16+ CTSC 1.02292383584679 1.55218950578433e-70
NK_CD16+ SYTL3 1.10151276121206 4.63349684717705e-69
NK_CD16+ CCND3 0.952908695301132 5.29798683855537e-68
NK_CD16+ SPN 1.02583547119538 2.74798584278293e-67
NK_CD16+ NCR1 1.06286555299243 1.78620053736046e-66
NK_CD16+ KIR2DL3 1.22130789424253 2.27857365649678e-66
NK_CD16+ CEP78 1.00791845072738 2.57885215717966e-66
NK_CD16+ APOBEC3G 1.00018927329042 3.37041154593116e-66
NK_CD16+ AOAH 1.04631265579235 5.80710908512741e-66
NK_CD16+ TGFBR3 1.00734531056739 7.34627470998105e-66
NK_CD16+ CD38 1.02752310772052 1.5662838206543e-65
NK_CD16+ TBX21 1.02573043999412 3.03529135737694e-64
NK_CD16+ KIR3DL1 1.22884515688034 1.97452118530309e-63
NK_CD16+ CX3CR1 1.0860533813328 3.51034296335924e-63
NK_CD16+ FCRL6 0.996286252764766 4.7992275470731e-63
NK_CD16+ SAMD3 0.948554983514711 2.86801411306076e-62
NK_CD16+ ZAP70 0.934041078735135 6.86910640932839e-62
NK_CD16+ CCL3 1.3241015275838 6.67516077465337e-61
NK_CD16+ LAIR2 1.04768844779436 1.73171249053978e-59
NK_CD16+ PAXX 0.934473168583418 4.95944140286312e-59
NK_CD16+ MAPRE2 0.970148905368198 9.30703844547891e-59
NK_CD16+ RUNX3 0.942482865258029 3.93296792578411e-58
NK_CD16+ KLRC1 0.993827845578632 1.04316056769294e-56
NK_CD16+ SLA2 0.954219024521161 1.96974107923647e-53
NK_CD16+ ABI3 0.922954817762505 1.3482050676504e-49
NK_CD16+ PTGDS 1.2632965375371 1.23323095634382e-37
NK_CD16+ CCL4L2 0.976958657556813 2.96275132650621e-35
gdT CCL5 1.91668464418561 0
gdT NKG7 1.56419676727399 5.51219546818023e-307
gdT TRDV2 4.34891681967788 1.96205103483062e-231
gdT CST7 1.602778135363 4.48191302428226e-185
gdT IL32 1.42144943565701 8.35816457837616e-184
gdT TRGV9 3.48988524899272 2.3220734821272e-144
gdT CTSW 1.17833467398582 1.71047400235447e-117
gdT GZMA 1.73377937622159 9.53024908481142e-112
gdT PTPRCAP 0.97549816470855 1.32443932419418e-97
gdT CD3E 0.957308928684388 1.12660631225331e-87
gdT KLRB1 1.98527124969497 8.90876738482318e-81
gdT DUSP2 1.81237896658218 2.00641904141248e-72
gdT KLRG1 2.09657367627935 3.40403717942304e-71
gdT GZMM 1.24561184313189 2.08121330810573e-66
gdT CALM1 0.730558720114121 2.62749379136197e-64
gdT KLRD1 1.7020389896004 1.16980950976469e-61
gdT HCST 1.01612809738482 7.31726339020527e-55
gdT CD3D 0.991922631289942 2.47176324942864e-53
gdT MYL12A 0.940501992706423 2.69186557588735e-51
gdT HOPX 1.37746117513104 2.12425413714682e-45
gdT CD247 1.14173881405779 2.52150948412097e-45
gdT GNLY 1.00417216825907 1.62257189482418e-43
gdT GZMK 1.92431569433185 1.83407265632258e-42
gdT IL7R 1.04960693962737 2.81192213747276e-42
gdT PRF1 1.07562560730814 4.29248813013707e-38
gdT TRDC 1.73761911752196 2.18643205921855e-35
gdT CD7 0.671284166831939 7.4126127730817e-35
gdT KLRC1 1.58579318639554 1.05260130822441e-33
gdT PTPRC 0.709786507069285 1.42208433380484e-33
gdT GZMH 0.799742474352481 1.86326216060332e-33
gdT SYNE2 1.0028008705507 1.59906089591799e-29
gdT CD3G 0.961570931607802 8.84928930797432e-28
gdT RAC2 0.70415933630517 3.72518010109438e-27
gdT ZFP36L2 0.726262781947616 6.10005801640958e-26
gdT ALOX5AP 0.938278766348264 8.37784917358916e-25
gdT LCK 0.917124681255636 3.22042664147775e-24
gdT MATK 1.07204090662554 5.44285941055688e-24
gdT TRBC1 0.966514322137725 6.34318532958659e-24
gdT FGFBP2 0.717713357182107 1.15355919066621e-23
gdT CCL4 0.719735819953358 1.45223380899872e-23
gdT SAMD3 1.03257626418249 3.40328409004201e-23
gdT TRAC 1.11695337736057 4.72864500618515e-23
gdT ARL4C 0.866482171154489 2.47178037648526e-21
gdT APMAP 0.89505356191729 2.59441082944013e-21
gdT LAT 0.8617008868331 2.77512755738498e-21
gdT LITAF 0.628256779365357 1.43188139031008e-20
gdT SPOCK2 0.87316724033531 5.72001116193415e-20
gdT APOBEC3G 0.955049567503859 6.61865723466414e-20
gdT C12orf75 0.822317819197482 4.05329185326772e-19
gdT GIMAP7 0.713935539497218 5.70056831239598e-19
gdT SEPT7 0.709185641564399 7.44544689063509e-19
gdT SLC9A3R1 0.855995103291141 9.59940652094286e-19
gdT RARRES3 0.659822081578028 4.85069445762364e-18
gdT SYNE1 0.838165163954039 1.02079924146553e-17
gdT TRBC2 0.813455545249446 2.46256588782386e-17
gdT NCR3 0.91634892956085 3.24385748271533e-17
gdT PYHIN1 0.822965868147136 3.3549284327348e-17
gdT SH2D2A 0.817260546950083 8.22289538640727e-16
gdT LYAR 0.807486390633874 2.4561622151309e-15
gdT PAXX 0.656160770434249 9.43667868516249e-15
gdT RORA 0.78507644333586 9.55415814484966e-15
gdT TRGC1 0.804424206292684 1.13547714258396e-14
gdT CTSC 0.748058626897049 1.59995154566681e-14
gdT KIF2A 0.707425006570435 1.97421301336586e-14
gdT LAG3 0.874189922231491 2.42762317970548e-14
gdT TGFBR3 0.849415965047642 4.2207029934162e-14
gdT LBH 0.709175842673184 4.25998567863399e-14
gdT FKBP11 0.784504780770337 1.30150202273202e-13
gdT CD2 0.682497538708472 1.55233332896069e-13
gdT TBX21 0.755694468169653 1.96044603544902e-13
gdT C1orf21 0.648568578373606 3.02798745492684e-13
gdT IL2RG 0.654826870840399 4.58085922044585e-13
gdT GNG2 0.703928002275243 8.37551565941992e-13
gdT GIMAP4 0.769944294208956 9.4746328532724e-13
gdT YWHAQ 0.679597888132591 2.60463937288045e-12
gdT CCDC107 0.731401978189742 3.53155543437433e-12
gdT SKAP1 0.605400700778736 3.9979433565993e-12
gdT PPP2R5C 0.62643977352281 7.93876074994496e-12
gdT CHST12 0.682652752869949 1.15002154736515e-11
gdT TPST2 0.651138976786493 1.64404100378896e-11
gdT TSEN54 0.649311923534895 1.69475125580944e-11
gdT PTMS 0.67293210369578 1.87802055379789e-11
gdT ANXA6 0.648209433220311 3.72492670538848e-11
gdT TC2N 0.686632064284425 5.88750690106292e-11
gdT BIN1 0.661311852173757 5.94194937485031e-11
gdT CD27 0.606839118623012 7.59506253026476e-11
gdT PARP8 0.651604282397052 1.07572715435133e-10
gdT CD160 0.625322002438792 1.24541958648399e-10
gdT NSG1 0.599174438174073 2.10310207621687e-10
gdT MYBL1 0.593235394658365 2.20326773997355e-10
gdT SPN 0.62813191239347 2.82816470814269e-10
gdT SELPLG 0.609322488676884 5.88180393514322e-10
gdT RNF167 0.622128899757675 1.16250510660846e-09
gdT SLAMF7 0.594549443199178 2.12399697954759e-09
gdT ZNF683 0.67423143246728 3.42072806815004e-09
gdT S100B 1.19863017100302 3.56045551600168e-09
gdT IKZF3 0.637914156110971 4.73748774431838e-09
gdT HPGD 0.596405017617384 7.82862110611466e-09
gdT AC116366.3 0.642128272141876 1.25079938815532e-08
gdT TRGV10 0.713506945311878 1.33567764426783e-08
T_Tox CCL5 2.43513416405043 0
T_Tox CST7 1.83128852319411 0
T_Tox NKG7 1.78968493468002 0
T_Tox GZMA 1.76092989417142 0
T_Tox IL32 1.60836076032554 0
T_Tox CTSW 1.44369696456224 0
T_Tox CD3E 1.06729388650888 0
T_Tox B2M 0.634107357916933 0
T_Tox GZMH 2.095328078431 6.0981843747885e-291
T_Tox CD8A 2.00354238551281 1.7475477918524e-244
T_Tox CD99 1.03983468352244 1.54823919206143e-218
T_Tox CD3D 1.23187000328831 4.46184665480725e-217
T_Tox HLA-A 0.538057005774633 3.28026543417089e-211
T_Tox GZMM 1.3503329650431 1.76213882901334e-202
T_Tox PTPRCAP 0.865935016719424 3.23894969282005e-197
T_Tox CALM1 0.83846272024539 4.29445461780446e-197
T_Tox HCST 0.955634120255336 3.2105487176451e-178
T_Tox CD8B 1.63476907097099 2.74192066185644e-151
T_Tox PFN1 0.574622286029538 1.16197565133417e-141
T_Tox FGFBP2 1.41547435696837 1.53777995482868e-139
T_Tox CD3G 1.18280491462492 1.62042593002796e-136
T_Tox PTPRC 0.903698867227936 2.96635181515807e-132
T_Tox LITAF 1.00045686414159 1.10720233932541e-123
T_Tox GZMB 1.23042704901433 4.57890923984686e-121
T_Tox DUSP2 1.24241153602542 1.96458070696021e-119
T_Tox GZMK 1.97249948230411 1.72887364692752e-109
T_Tox RARRES3 0.91494683635084 8.6217914318988e-103
T_Tox KLRD1 1.1495896827616 4.33538188400487e-101
T_Tox PRF1 1.13165028197457 9.88545888841911e-101
T_Tox KLRG1 1.22072566242134 6.0157198133294e-90
