cluster gene avg_log2FC p_val
myeloid TYROBP 3.52730895276262 0
myeloid S100A11 3.47239450780837 0
myeloid VCAN 3.4173142804914 0
myeloid CFD 3.39843399798251 0
myeloid CD14 3.39002683860614 0
myeloid CTSS 3.31328442151796 0
myeloid FCER1G 3.20820485530489 0
myeloid FTL 3.13681224072473 0
myeloid CD68 3.09312848603006 0
myeloid SAT1 3.07670669004905 0
myeloid PSAP 3.06535899804469 0
myeloid SPI1 3.04469846401833 0
myeloid S100A6 3.00815046005451 0
myeloid TIMP1 2.89174688433906 0
myeloid TYMP 2.83963495576898 0
myeloid NEAT1 2.83690590163773 0
myeloid CEBPD 2.69559024313413 0
myeloid LGALS3 2.69281511841502 0
myeloid MAFB 2.67100524170939 0
myeloid MS4A6A 2.67030731408092 0
myeloid FTH1 2.64896580755608 0
myeloid GRN 2.64026761033854 0
myeloid PLAUR 2.61999016409387 0
myeloid ATP2B1-AS1 2.60617299858625 0
myeloid MNDA 2.49100697820084 0
myeloid TSPO 2.4908510346423 0
myeloid COTL1 2.48465039520303 0
myeloid CLEC7A 2.47201609207398 0
myeloid CSTA 2.44839070854066 0
myeloid NPC2 2.38608296381032 0
myeloid TMEM176B 2.38425696095505 0
myeloid G0S2 2.28201386234466 0
myeloid TKT 2.27085242984565 0
myeloid BCL2A1 2.25007164985145 0
myeloid LGALS1 2.23122494287615 0
myeloid CFP 2.22622773309056 0
myeloid GABARAP 2.21085564777852 0
myeloid PYCARD 2.20819644258951 0
myeloid S100A4 2.16942962426214 0
myeloid FPR1 2.15180359806198 0
myeloid IGSF6 2.14206268960208 0
myeloid STXBP2 2.1143672729748 0
myeloid S100A10 2.11137009178134 0
myeloid NAMPT 2.10787058498665 0
myeloid SOD2 2.08554981677062 0
myeloid FCGRT 2.08055426322594 0
myeloid APOBEC3A 2.07692553143694 0
myeloid CYBB 2.0694095784932 0
myeloid LGALS2 2.05879455069873 0
myeloid TALDO1 2.04323091939853 0
myeloid DUSP6 2.03709192545849 0
myeloid NCF1 1.95944601339531 0
myeloid CPVL 1.95812864486427 0
myeloid BLVRB 1.95169599426795 0
myeloid HLA-DRB5 1.94560605380765 0
myeloid ODF3B 1.94322297187349 0
myeloid ATP6V0B 1.93714868835658 0
myeloid IFNGR2 1.93272929622375 0
myeloid NINJ1 1.91066041620594 0
myeloid PILRA 1.9092796227855 0
myeloid HLA-DRB1 1.90612256677528 0
myeloid RGS2 1.89029986425312 0
myeloid ANXA5 1.879180546173 0
myeloid CD63 1.87387861686538 0
myeloid GRINA 1.84833184592071 0
myeloid RNF130 1.84776796506646 0
myeloid CSF3R 1.84144587786715 0
myeloid TMEM176A 1.83618046151943 0
myeloid SGK1 1.83391503668654 0
myeloid GLUL 1.83349395763307 0
myeloid GSTP1 1.82217783431802 0
myeloid FGL2 1.81654740862715 0
myeloid KLF4 1.8050840249287 0
myeloid CDA 1.80268989593399 0
myeloid SRGN 1.80113005970678 0
myeloid FOSB 1.79878408828157 0
myeloid C19orf38 1.78832882164336 0
myeloid TNFSF13B 1.78825659987376 0
myeloid OAZ1 1.77402472817493 0
myeloid C5AR1 1.7614771976754 0
myeloid LILRB2 1.76115235432887 0
myeloid PLBD1 1.75982870483171 0
myeloid APLP2 1.75336053265036 0
myeloid SLC11A1 1.74602492938572 0
myeloid CD302 1.72986625702179 0
myeloid PRELID1 1.72879948439517 0
myeloid ANXA2 1.72773523439727 0
myeloid GAPDH 1.72358909080033 0
myeloid VSIR 1.71596026224701 0
myeloid ASAH1 1.71316106042834 0
NK GNLY 4.26568303394408 0
NK SPON2 3.33147321057017 0
NK GZMB 3.08786127576811 0
NK NKG7 2.89993016755523 0
NK FGFBP2 2.85272013738019 0
NK PRF1 2.74103608248751 0
NK CTSW 2.72132048907147 0
NK CLIC3 2.70348967193102 0
NK GZMA 2.57955627122783 0
NK HOPX 2.51574927533394 0
NK CST7 2.51481310137806 0
NK KLRB1 2.38709551320103 0
NK KLRD1 2.28508113958599 0
NK CD247 2.16844227971531 0
NK CD7 2.15651750706755 0
NK CCL5 1.83466896024232 0
NK IFITM1 1.27622208184286 0
NK KLRF1 2.22737215705245 4.77870456451155e-280
NK GZMM 1.58048350723024 5.66180586752999e-271
NK PFN1 0.984734867155859 1.15395381453269e-270
NK GZMH 1.50800096193328 5.26897483927829e-260
NK HCST 1.25057793117022 2.82251341166531e-253
NK FCGR3A 1.82323092937974 1.16617342069808e-248
NK CALM1 0.990363184646185 7.80538236419307e-248
NK CCL4 2.47490451914135 1.00313521232513e-246
NK IFITM2 0.985001658492018 2.96890456540828e-236
NK LITAF 1.33429909083958 8.28184346113255e-221
NK JAK1 1.32804970446427 2.05052926801362e-210
NK MATK 1.68959905192327 1.1469345652283e-185
NK TRBC1 1.76592343956997 1.58149363619086e-182
NK APMAP 1.54696693573473 3.25183198404002e-181
NK IGFBP7 1.81204111596438 9.2243060708751e-173
NK RHOC 1.53291862937931 2.1235251791882e-171
NK CD99 0.958754807713166 2.61101329554554e-150
NK NCR3 1.55167109378181 9.21734179871001e-149
NK IL2RB 1.56017049064322 1.27524045539552e-144
NK RAC2 0.999319259588609 4.11774617153899e-144
NK CMC1 1.45377625588634 2.29569581879942e-143
NK RARRES3 1.00504943616893 2.34291816989659e-127
NK SH2D1B 1.38694315377437 9.54192012943613e-125
NK ITGB2 1.00026204514219 6.75397198255843e-122
NK GNG2 1.26096078986072 1.38441448378022e-121
NK EFHD2 1.36842771916421 6.10914760018073e-120
NK PTGDR 1.29016127748708 5.93681529701784e-115
NK TTC38 1.27223623038305 8.51661758824588e-115
NK S1PR5 1.28575550618909 1.30357207688949e-114
NK PRSS23 1.39275674132998 1.22335559544292e-110
NK SH2D2A 1.28682579385596 6.24957477917598e-106
NK HIST1H1E 1.01950870937256 2.76494332229753e-100
NK SEPT7 0.926396187485501 1.76573010909609e-99
NK KLRC1 1.34283952341971 2.85387637021967e-99
NK ARL4C 1.09827891029273 1.37703048717783e-98
NK PDIA3 0.941158975125715 1.17700199187884e-95
NK ALOX5AP 1.09274720406441 4.05657937080405e-95
NK TPST2 1.09881204851282 7.06489212723245e-94
NK C12orf75 1.07843859696142 6.08595695736946e-92
NK XCL2 1.47037985733938 7.77153981473086e-92
NK SYNE1 1.09895296679178 1.10846819959607e-91
NK BIN2 0.993345688789725 1.27517441007159e-91
NK CHST12 1.11818488875132 2.77536177285583e-91
NK ADGRG1 1.14483176816803 1.28145397597543e-89
NK RAP1B 0.990643878354432 5.13212463768658e-89
NK IL2RG 0.984226602556107 1.99922597509834e-88
NK C1orf21 1.10960922080234 4.16422384683481e-88
NK AKR1C3 1.1755988132872 2.63731570675415e-87
NK MYOM2 1.38854370245803 8.81139453074822e-87
NK TXK 1.09618989612761 1.25590953761272e-86
NK PYHIN1 1.09216404090585 4.51739194615132e-85
NK GNPTAB 1.12435340077258 3.36727730730451e-84
NK SLC9A3R1 1.0124365779093 3.79497754003312e-84
NK DHRS7 1.03715742789667 2.57031737592422e-82
NK SYTL3 1.09400097023375 4.00916205595999e-81
NK NCR1 1.07027753199435 1.74528370645202e-80
NK SAMD3 0.97269786130786 5.05915135361044e-78
NK TFDP2 1.0102438708097 5.49811820686997e-78
NK CTSC 0.968741056061862 2.28706534311486e-77
NK TRDC 1.00458367586295 2.39563490120363e-76
NK SYNE2 0.959577595546026 1.06463139059335e-75
NK RUNX3 0.983721659948915 1.85048008415878e-75
NK CCND3 0.916772201601938 1.3991289432112e-74
NK APOBEC3G 0.976449031515214 2.91394899778177e-74
NK ABHD17A 1.01043216746036 1.15344244872277e-73
NK SPN 0.982112670181779 2.61827779758586e-73
NK CD38 0.998862706113065 7.10637672754978e-73
NK AOAH 1.01566243016124 1.89346001812879e-72
NK PAXX 0.918643093542836 2.17601701153269e-71
NK CEP78 0.951953917884477 2.57912283655953e-71
NK TBX21 0.98070023480908 5.17155392433592e-71
NK TGFBR3 0.944910397927256 1.29219619224815e-70
NK DDIT4 0.949599061118213 2.89763297140862e-70
NK ZAP70 0.916038376417675 7.71124812081073e-70
NK XCL1 1.33809865478989 3.89802732007181e-69
NK KIR2DL3 1.10733399273497 1.93215632488831e-66
NK KIR3DL1 1.13093126640041 3.48423432514012e-65
NK AREG 1.01141296443108 4.10129654814164e-63
NK CX3CR1 0.987570170980173 2.95419505325795e-62
NK SLA2 0.909657289038523 5.82764574190257e-58
NK LAIR2 0.926004103338274 3.00978992097064e-56
NK CCL3 1.17194101711758 5.95629743309132e-54
NK MAP3K8 0.912745367982287 2.99061952999529e-53
T CCL5 1.99083792013334 0
T NKG7 1.82086667554062 0
T CST7 1.8047290197654 0
T CTSW 1.44319973574274 0
T IFITM1 0.707822396053688 0
T CD3E 0.840534387246501 2.19093947412017e-269
T GZMH 2.02213548100372 2.57170902775037e-247
T IL32 0.898965506074021 3.61311127507502e-228
T GZMM 1.34564689228453 3.8125963145487e-210
T GZMA 1.25487401160508 1.73653241869444e-196
T CD3D 1.07556757140549 2.22211099268141e-186
T CD8A 1.82576261543909 6.06912301539035e-175
T CALM1 0.794489011309948 2.08884050257353e-144
T PTPRCAP 0.702101192830349 1.37734566131971e-140
T LITAF 1.04281190475865 1.8520288801643e-138
T TRAV13-1 2.58186607324568 1.33420122055544e-134
T GZMB 1.10706841308778 1.45748949650476e-134
T TRBV4-2 2.61165401619256 4.68228927224306e-133
T DUSP2 1.34165541011621 1.48848534261569e-122
T HLA-A 0.570246779358895 1.57991980533077e-122
T CD3G 1.06475527487511 3.2529367556719e-121
T TRGV3 1.92908047698069 8.31783953377168e-114
T CMC1 1.39534161621303 1.5849712525311e-112
T KLRG1 1.32962846290567 2.90525319867795e-112
T LAIR2 1.58153187128181 1.8111832313263e-109
T KLRD1 1.14974725725651 7.14283718931882e-108
T FGFBP2 0.948895025072587 8.64688635782682e-108
T PRF1 1.09158823591534 1.97002960207758e-106
T HCST 0.824522636735478 4.26600862546633e-103
T TRDV2 2.39479538807135 2.79456503244672e-99
T CD99 0.811844504674497 4.28440898903779e-92
T CD8B 1.07869511156048 1.63421643674511e-89
T CCL4 1.39072990239654 1.55574286289335e-86
T TRGV9 1.79457869665146 7.32498952397629e-84
T PIK3R1 1.019607864726 1.34714275914482e-80
T ITM2A 1.07231813072067 3.50957270638476e-74
T SYNE2 0.83995234105259 5.40804070865201e-70
T C12orf75 0.87240157137645 2.72868811040924e-68
T SYTL3 0.773946519346039 2.92451967994098e-60
T HOPX 0.717636636041352 4.88049133476326e-59
T KIR3DL2 0.912734705751634 3.02732182775524e-57
T ZFP36L2 0.597982981997755 1.39982705681562e-56
T SYNE1 0.820367000062027 2.43290318450332e-55
T LAG3 0.805278698564706 1.20102389891801e-52
T PAXX 0.709684621671749 2.67326790819926e-50
T HSP90AA1 0.577902301863697 6.82818146556615e-48
T SAMD3 0.739089622738527 1.13061461577136e-47
T MATK 0.681955208697192 1.93793713551099e-47
T C1orf21 0.714437797126655 4.82959456999016e-47
T RARRES3 0.624454162770158 2.05364713160773e-46
T PRSS23 0.705923972739579 2.67477026270422e-46
T APMAP 0.696994716395923 1.77668443080203e-45
T SEPT7 0.605398523656386 4.28014468936314e-45
T SH2D2A 0.729887611418586 4.96962914852027e-44
T LCK 0.629994884257931 1.72645555544645e-43
T TIGIT 0.797223740492731 6.50111651730026e-43
T PYHIN1 0.684691309441694 1.15565097299733e-40
T RNF125 0.629663146757152 4.40523229877202e-40
T FYN 0.691353413782843 5.71779714122234e-40
T TSEN54 0.643175722355851 6.63506172921931e-40
T SH2D1A 0.640323732292398 1.58511879753925e-39
T RUNX3 0.684657657825516 1.63374023005341e-39
T PPP2R5C 0.643257942747737 6.76322458207554e-39
T PRKCH 0.62644380840288 5.35848285534733e-38
T CCL4L2 0.992789135288267 3.18279247648437e-37
T DNAJB1 0.627016256715097 7.86678648482544e-37
T ARL4C 0.624008087132124 1.57893875938408e-36
T GZMK 0.856156384683587 2.04169199753558e-36
T TBX21 0.609988866295999 4.40248791247231e-36
T CD2 0.623105855239601 8.47939641855218e-36
T S1PR5 0.569508377850157 1.65436049518685e-35
T OPTN 0.633052657462782 2.02068701826017e-35
T TRBC2 0.590218317392552 4.73299138526998e-34
T CD160 0.576756273508763 6.00420166976653e-32
T TGFBR3 0.571872951046517 2.55473339050945e-31
T FCRL6 0.534146567359455 3.12010154980898e-31
T KLRB1 0.64207796738025 1.02540682809045e-30
T SRSF7 0.567363168960097 6.25113700895376e-30
T GNG2 0.554887823101092 1.44030654757332e-28
T SKAP1 0.496032098586052 6.00594381472391e-28
T SLC9A3R1 0.588710297430153 1.4292418981242e-27
T PDCD4 0.554889905183457 2.00278463183152e-27
T TRAC 0.554506746685425 5.45728743687542e-27
T ZBTB38 0.55121670600603 1.83053681967006e-26
T MRPL10 0.557960811784692 5.84453087258262e-26
T STK17A 0.487741301110179 1.00654519315335e-25
T RASSF1 0.508795738219919 9.10921950281578e-25
T LYAR 0.492777495412556 9.19812613769148e-25
T STAT4 0.49476497054156 1.02740971824043e-24
T TSPYL2 0.553969838496146 1.39762586335193e-24
T ARPC5L 0.533191932384144 1.45165131432491e-24
T IKZF3 0.519242506796545 5.86928974556057e-24
T APOBEC3G 0.493335595740717 2.69688848509091e-23
T FKBP11 0.491052472900945 4.63060967527638e-23
T SPOCK2 0.4906641630971 1.64575972016552e-22
T HSPA5 0.594438823241418 3.60799164843379e-22
T BTN3A2 0.524637337161362 4.28331337377808e-22
T MFSD10 0.566725815152542 2.84205606859999e-21
T DDX6 0.489607630541111 1.76491065557929e-20
T SRRT 0.542240282563334 7.80504153239886e-20
T_Tox CCL5 2.43513416405043 0
T_Tox CST7 1.83128852319411 0
T_Tox NKG7 1.78968493468002 0
T_Tox GZMA 1.76092989417142 0
T_Tox IL32 1.60836076032554 0
T_Tox CTSW 1.44369696456224 0
T_Tox CD3E 1.06729388650888 0
T_Tox B2M 0.634107357916933 0
T_Tox GZMH 2.095328078431 6.0981843747885e-291
T_Tox CD8A 2.00354238551281 1.7475477918524e-244
T_Tox CD99 1.03983468352244 1.54823919206143e-218
T_Tox CD3D 1.23187000328831 4.46184665480725e-217
T_Tox HLA-A 0.538057005774633 3.28026543417089e-211
T_Tox GZMM 1.3503329650431 1.76213882901334e-202
T_Tox PTPRCAP 0.865935016719424 3.23894969282005e-197
T_Tox CALM1 0.83846272024539 4.29445461780446e-197
T_Tox HCST 0.955634120255336 3.2105487176451e-178
T_Tox CD8B 1.63476907097099 2.74192066185644e-151
T_Tox PFN1 0.574622286029538 1.16197565133417e-141
T_Tox FGFBP2 1.41547435696837 1.53777995482868e-139
T_Tox CD3G 1.18280491462492 1.62042593002796e-136
T_Tox PTPRC 0.903698867227936 2.96635181515807e-132
T_Tox LITAF 1.00045686414159 1.10720233932541e-123
T_Tox GZMB 1.23042704901433 4.57890923984686e-121
T_Tox DUSP2 1.24241153602542 1.96458070696021e-119
T_Tox GZMK 1.97249948230411 1.72887364692752e-109
T_Tox RARRES3 0.91494683635084 8.6217914318988e-103
T_Tox KLRD1 1.1495896827616 4.33538188400487e-101
T_Tox PRF1 1.13165028197457 9.88545888841911e-101
T_Tox KLRG1 1.22072566242134 6.0157198133294e-90
T_Tox CCL4 1.06130870649395 2.38666212855088e-88
T_Tox SYNE2 0.984868617527017 2.55197846513514e-83
T_Tox CD52 0.531447171626144 2.84511814498343e-79
T_Tox GNLY 1.17410037842489 3.25287395269835e-74
T_Tox CMC1 1.12898339791453 1.31886430066298e-73
T_Tox HOPX 0.905955549836235 5.64857627275396e-72
T_Tox LCK 0.837360016156168 1.77717504097326e-71
T_Tox MYL12A 0.652297666425658 1.68249948719017e-70
T_Tox C12orf75 0.931328160508276 3.61936435300317e-69
T_Tox CD2 0.980902240903601 3.39557455116222e-68
T_Tox SLC9A3R1 0.850977765113007 2.6244191989949e-56
T_Tox SAMD3 0.870106512858031 1.62874595037692e-55
T_Tox PIK3R1 0.770223606159434 2.0982298342357e-55
T_Tox FCRL6 0.831973893154145 7.20749965474383e-55
T_Tox SEPT7 0.67507022495825 1.61670219421613e-54
T_Tox SYNE1 0.849178742723869 2.79550896551686e-54
T_Tox TRBC2 0.820395966372512 6.78684194221469e-52
T_Tox ARL4C 0.742083367876393 2.63110209350959e-50
T_Tox FYN 0.81518820109414 4.73423162563106e-50
T_Tox PPP2R5C 0.86753324325692 1.09890404889598e-49
T_Tox MATK 0.7271780973358 1.76891463374549e-49
T_Tox APMAP 0.75194369238521 7.43298033197767e-49
T_Tox LYAR 0.813586920652177 1.7400434966304e-48
T_Tox PAXX 0.740907756204709 7.59602251642467e-48
T_Tox SH2D2A 0.737490008494035 1.43277938422257e-44
T_Tox CYTOR 0.824309748257082 4.77585318178659e-42
T_Tox ZNF683 1.03568082703229 1.18253544828503e-41
T_Tox LAT 0.700734595388214 1.98425402839491e-41
T_Tox APOBEC3G 0.786047496358112 3.30545526165435e-40
T_Tox SKAP1 0.676408944562884 4.38602562494243e-40
T_Tox OPTN 0.65740318159033 7.36919885885493e-40
T_Tox TRGV2 0.808342351531384 2.37944497187256e-39
T_Tox PYHIN1 0.726353931780372 6.08206705319693e-39
T_Tox TGFBR3 0.683714344931956 7.3317785436408e-39
T_Tox RAC2 0.52983627483098 3.29061323132861e-38
T_Tox PRSS23 0.697234305344018 6.07154697566124e-38
T_Tox ZAP70 0.666184063050059 6.45191624705479e-36
T_Tox ANXA6 0.627729686435486 5.1736637486779e-35
T_Tox KIF2A 0.587419293784572 1.20887259111709e-34
T_Tox IL2RG 0.59614068796548 3.57928303710228e-34
T_Tox C1orf21 0.644768605894388 4.98450466012771e-34
T_Tox TPST2 0.655523158932738 3.62718156794935e-33
T_Tox LIME1 0.654045957208991 7.26925192903136e-33
T_Tox RNF125 0.60508403680444 1.69243252432531e-32
T_Tox PARP8 0.592425066404042 1.73695290588283e-31
T_Tox TSEN54 0.591139903960329 3.31069434260372e-31
T_Tox TBX21 0.574627290861258 3.76832072322461e-31
T_Tox BTN3A2 0.65200694183307 4.97948544160768e-31
T_Tox CLEC2D 0.632326826321203 7.59118030444361e-31
T_Tox ITGB1 0.718640425952873 7.81640742114302e-31
T_Tox ITM2A 0.615333158034195 2.02374188558661e-29
T_Tox LAG3 0.547151603440229 8.65133075856412e-29
T_Tox TIGIT 0.582963332858236 9.5241113002562e-29
T_Tox TRBC1 0.58363403868244 4.46654962150771e-28
T_Tox HIST1H1E 0.543854632800973 6.82623534911799e-28
T_Tox RAP1B 0.563956460050728 9.61332326159986e-28
